OBJECTID *,Shape *,Join_Count,TARGET_FID,F_id,access,amenity,covered,fee,parking,surface,wheelchair,F_timestamp,F_version,F_changeset,F_user,F_uid,OBJECTID_1,SPI_Type,County,Real_Property_Number,Real_Property_Name,Address,City,State,Zip_Code,Agency,Total_Fee_Acreage,Total_SF_of_Structures,Latitude,Longitude,Elevation,Shape_Length,Shape_Area
174,Polygon Z,1,30428,way/269832675,private,parking,no,no,surface,asphalt,yes,2018-08-21T15:35:53Z,2,61860374,swimdb,231017,209,Real Property,DEL NORTE,37,PELICAN BAY STATE PRISON,5905 LAKE EARL DRIVE,CRESCENT CITY,CA,95531,CDCR - PELICAN BAY STATE PRISON,455.24,1178991,41.853966,-124.154391,65.38,913.276666,27790.45773
175,Polygon Z,1,30576,way/107938018,permissive,parking,no,no,surface,asphalt,yes,2020-07-29T06:25:53Z,5,88656402,PritamSarang,11460235,2462,Real Property,TRINITY,11815,LEWISTON PARK AND RIDE, NW CNR SR 299,LEWISTON,CA,96052,"TRANSPORTATION, DEPT OF",0.86,0,40.663734,-122.79759,2392.34,198.968347,1290.039692
176,Polygon Z,1,30795,way/901843309,customers,parking,no,no,surface,asphalt,yes,2021-01-30T03:13:10Z,1,98397801,valhikes,2457975,375,Real Property,HUMBOLDT,970,AZALEA SR,100 AZALEA RD,MCKINLEYVILLE,CA,95519,"PARKS & RECREATION, DEPT OF",30.35,6000,40.917609,-124.079292,108,148.109672,1246.869883
177,Polygon Z,1,30808,way/107669132,permissive,parking,no,no,surface,asphalt,yes,2020-07-26T18:13:03Z,4,88528779,user_5359,5359,390,Real Property,HUMBOLDT,11805,TRINIDAD EAST PARK AND RIDE, NE CNR TRINIDAD INT,TRINIDAD,CA,95570,"TRANSPORTATION, DEPT OF",1.65,0,41.062529,-124.139033,202.28,118.998943,487.852598
178,Polygon Z,1,30809,way/107669134,permissive,parking,no,no,surface,asphalt,yes,2020-07-26T18:13:03Z,8,88528779,user_5359,5359,391,Real Property,HUMBOLDT,11806,TRINIDAD WEST PARK AND RIDE, NW CNR TRINIDAD INT,TRINIDAD,CA,95570,"TRANSPORTATION, DEPT OF",0.28,0,41.062098,-124.140017,198.17,168.283666,926.231272
179,Polygon Z,1,30812,way/36186448,yes,parking,no,no,surface,asphalt,yes,2009-06-17T06:10:21Z,1,1541656,partim,48010,408,Real Property,HUMBOLDT,12021,TRINIDAD SAFETY ROADSIDE REST AREA - SB, 0.5 MI S OF EXIT 731,UNINCORP - HUMBOLDT CO,CA,95570,"TRANSPORTATION, DEPT OF",134.66,1294,41.091567,-124.150696,355,314.836666,4716.484876
180,Polygon Z,1,30846,way/363403735,yes,parking,no,no,surface,paved,yes,2016-09-19T05:21:54Z,3,42261410,doug_sfba,1796809,378,Real Property,HUMBOLDT,1183,PRAIRIE CREEK REDWOODS SP,,ORICK,CA,95555,"PARKS & RECREATION, DEPT OF",14061.02,27626,41.363971,-124.022978,149.95,125.846504,992.435309
181,Polygon Z,1,31051,way/554256146,permissive,parking,no,no,surface,asphalt,yes,2018-01-19T12:46:39Z,1,55577283,Adamant1,4540953,2196,Real Property,SHASTA,150,ANDERSON FA,,UNINCORP - SHASTA CO,CA,0,"FISH AND WILDLIFE, CA DEPT OF",261.85,0,40.467135,-122.273275,401.27,464.276222,7940.826248
182,Polygon Z,1,31059,way/932285089,permissive,parking,no,no,surface,asphalt,yes,2021-04-19T05:57:02Z,1,103168223,Adam Schneider,5403394,2206,Real Property,SHASTA,9491,BATTLE CREEK PA,,UNINCORP - SHASTA CO,CA,0,"FISH AND WILDLIFE, CA DEPT OF",4.68,0,40.392724,-122.178251,372.52,156.988525,1257.330111
183,Polygon Z,1,31074,way/627998176,private,parking,no,no,surface,asphalt,yes,2020-07-29T06:25:53Z,3,88656402,PritamSarang,11460235,2187,Real Property,SHASTA,11816,CLEAR CREEK ROAD PARK AND RIDE, SW OF SR 273,REDDING,CA,96001,"TRANSPORTATION, DEPT OF",2.11,0,40.516054,-122.381537,472.65,330.547188,935.56966
184,Polygon Z,1,31516,way/1117732020,private,parking,yes,yes,surface,dirt,yes,2022-11-28T05:21:25Z,1,129458528,EvanSiroky,144525,2202,Real Property,SHASTA,2137,BONNYVIEW ROAD FA,,UNINCORP - SHASTA CO,CA,0,"FISH AND WILDLIFE, CA DEPT OF",6.01,0,40.537471,-122.358545,446.84,423.098891,10930.99334
185,Polygon Z,1,32037,way/107938022,permissive,parking,yes,no,surface,asphalt,yes,2020-08-10T06:27:12Z,5,89178943,PritamSarang,11460235,2173,Real Property,SHASTA,11945,DESCHUTES ROAD PARK AND RIDE, NE CNR SR 44,PALO CEDRO,CA,96073,"TRANSPORTATION, DEPT OF",1.25,0,40.559227,-122.238292,460.4,257.050705,1893.846997
186,Polygon Z,1,32070,way/107938069,permissive,parking,yes,no,surface,asphalt,yes,2020-07-29T06:25:53Z,4,88656402,PritamSarang,11460235,2194,Real Property,SHASTA,11810,BLACK BUTTE ROAD PARK AND RIDE, SE CNR SR 44,SHINGLETOWN,CA,96088,"TRANSPORTATION, DEPT OF",0.01,0,40.501183,-121.994253,1890.02,128.155869,827.843307
187,Polygon Z,1,32075,way/107938019,permissive,parking,yes,no,surface,asphalt,yes,2020-07-29T06:25:53Z,5,88656402,PritamSarang,11460235,2195,Real Property,SHASTA,11811,SHINGLETON PARK AND RIDE, NW OF SR 44,SHINGLETOWN,CA,96088,"TRANSPORTATION, DEPT OF",3,0,40.492817,-121.887581,3492.2,92.575137,521.696812
188,Polygon Z,1,32192,way/1038838209,yes,parking,yes,no,surface,unpaved,yes,2022-03-09T18:43:50Z,1,118290502,EvanSiroky,144525,2168,Real Property,SHASTA,12027,LAKEHEAD SAFETY ROADSIDE REST AREA - SB, 2 MI S OF EXIT 707,LAKEHEAD,CA,96051,"TRANSPORTATION, DEPT OF",17.88,906,40.917436,-122.398342,1269.75,392.30519,3486.791892
189,Polygon Z,1,32223,way/107938073,permissive,parking,yes,no,surface,asphalt,yes,2020-07-29T06:25:53Z,4,88656402,PritamSarang,11460235,2235,Real Property,SISKIYOU,11813,MT. SHASTA PARK AND RIDE, SE CNR BIG CANYON DR,MOUNT SHASTA,CA,96067,"TRANSPORTATION, DEPT OF",2.41,0,41.287235,-122.297546,3568.71,192.65048,1580.072265
190,Polygon Z,1,32261,way/107938053,permissive,parking,yes,no,surface,asphalt,yes,2020-07-29T06:25:53Z,4,88656402,PritamSarang,11460235,2162,Real Property,SHASTA,11812,BURNEY PARK AND RIDE, SE CNR SR 89/299 JCT,BURNEY,CA,96013,"TRANSPORTATION, DEPT OF",3.66,0,40.937441,-121.605936,3190.88,128.21389,803.805913
191,Polygon Z,1,33388,way/1001932519,yes,parking,no,no,surface,NATIVE,yes,2021-11-13T05:24:23Z,1,113719596,SuperSuperiorSoup,13281754,2239,Real Property,SISKIYOU,11563,"UC, AG & NATURAL RESOURCES - TULELAKE FIELD STATION",2618 HAVLINA RD,TULELAKE,CA,0,UNIVERSITY OF CALIFORNIA,137.47,0,41.958275,-121.474061,4037.52,211.168224,2112.678483
192,Polygon Z,1,34398,way/704105159,yes,parking,no,yes,surface,asphalt,yes,2019-07-13T05:20:16Z,1,72202509,Neebski,1732956,1710,Real Property,SAN DIEGO,914,CHULA VISTA OFFICE BUILDING,30 N GLOVER AVE,CHULA VISTA,CA,91910,"MOTOR VEHICLES, DEPT OF",3.55,13384,32.651393,-117.086837,18.03,495.772142,12872.56306
193,Polygon Z,1,34454,way/106220755,permissive,parking,no,no,surface,asphalt,yes,2020-08-05T18:56:31Z,4,88997060,pravinyerapale,11475294,1751,Real Property,SAN DIEGO,11365,SWEETWATER ROAD  PARK AND RIDE,2300 SWEETWATER ROAD,NATIONAL CITY,CA,91950,"TRANSPORTATION, DEPT OF",1.6,0,32.660222,-117.074951,45.76,436.989776,7738.965889
194,Polygon Z,1,35287,way/358985102,yes,parking,yes,no,surface,asphalt,yes,2020-08-08T17:42:46Z,4,89134705,PritamSarang,11460235,1798,Real Property,SAN DIEGO,11866,CALIENTE AVE. PARK AND RIDE, CALIENTE AVE AT,SAN DIEGO,CA,92154,"TRANSPORTATION, DEPT OF",2.56,0,32.567999,-117.017044,536.79,886.119644,14565.10788
195,Polygon Z,1,35658,way/106220725,permissive,parking,partial,yes,surface,asphalt,yes,2020-08-05T18:56:31Z,6,88997060,pravinyerapale,11475294,1811,Real Property,SAN DIEGO,11871,JAMACHA BLVD. PARK AND RIDE,8627 JAMACHA BLVD.,SPRING VALLEY,CA,91977,"TRANSPORTATION, DEPT OF",0.32,0,32.706763,-117.008359,266.83,213.243019,1453.980615
196,Polygon Z,1,36143,way/25195323,yes,parking,no,yes,surface,asphalt,yes,2021-06-06T04:26:40Z,6,105902982,lasagna,7572965,1772,Real Property,SAN DIEGO,1267,TORREY PINES SR,12000 N TORREY PINES RD,SAN DIEGO,CA,92037,"PARKS & RECREATION, DEPT OF",1435.88,11946,32.920633,-117.252718,341.46,200.284008,2470.321174
197,Polygon Z,1,36161,way/106220758,fee,parking,no,no,surface,asphalt,yes,2020-08-05T18:56:31Z,4,88997060,pravinyerapale,11475294,1715,Real Property,SAN DIEGO,11877,SORRENTO VALLEY ROAD PARK AND RIDE,12791 SORRENTO VALLEY RD,DEL MAR,CA,92121,"TRANSPORTATION, DEPT OF",46.26,0,32.931031,-117.24181,22.96,286.788833,4604.896273
198,Polygon Z,1,36560,way/375639544,customers,parking,no,no,surface,paved,yes,2015-10-17T04:30:37Z,1,34687085,SatGarcia,48060,1785,Real Property,SAN DIEGO,10388,MISSION VALLEY STATE BLDG.,7575 METROPOLITAN DR,SAN DIEGO,CA,92108,"GENERAL SERVICES, DEPT OF",12.35,250000,32.777009,-117.156959,83.65,535.38474,16432.38832
199,Polygon Z,1,36694,way/53258176,private,parking,no,no,surface,asphalt,yes,2010-03-25T05:25:06Z,1,4226652,SatGarcia,48060,1782,Real Property,SAN DIEGO,2414,SAN DIEGO CLAIREMONT OFFICE BUILDING,4375 DERRICK DRIVE,SAN DIEGO,CA,92117,"MOTOR VEHICLES, DEPT OF",3.55,15379,32.823291,-117.182697,367.47,439.047582,9042.342459
200,Polygon Z,1,37169,way/106220721,fee,parking,no,no,surface,asphalt,yes,2020-08-09T13:55:53Z,5,89154854,PritamSarang,11460235,1788,Real Property,SAN DIEGO,11353,GOVERNOR DRIVE PARK AND RIDE,5196 GOVERNOR DRIVE,SAN DIEGO,CA,92122,"TRANSPORTATION, DEPT OF",1.1,0,32.857703,-117.185511,364.69,304.093943,4859.050772
201,Polygon Z,1,37411,way/106220731,fee,parking,no,no,surface,asphalt,yes,2021-06-21T23:03:06Z,5,106740364,plumb bob,12420519,1791,Real Property,SAN DIEGO,11366,VISTA SORRENTO PARKWAY PARK AND RIDE, VISTA SORRENTO PKWY,SAN DIEGO,CA,92121,"TRANSPORTATION, DEPT OF",0.5,0,32.892352,-117.207667,183.19,263.426875,2415.97671
202,Polygon Z,1,38327,way/106220773,fee,parking,no,no,surface,asphalt,yes,2020-08-05T06:27:22Z,3,88962254,pravinyerapale,11475294,1789,Real Property,SAN DIEGO,11359,MIRA MESA BLVD /  I-5  PARK AND RIDE,9650 MIRA MESA BLVD,SAN DIEGO,CA,92126,"TRANSPORTATION, DEPT OF",2.15,0,32.917566,-117.118673,510.6,393.486329,8837.811292
203,Polygon Z,1,38329,way/792992168,private,parking,no,no,surface,asphalt,yes,2020-08-09T08:58:28Z,4,89147484,PritamSarang,11460235,1789,Real Property,SAN DIEGO,11359,MIRA MESA BLVD /  I-5  PARK AND RIDE,9650 MIRA MESA BLVD,SAN DIEGO,CA,92126,"TRANSPORTATION, DEPT OF",2.15,0,32.917566,-117.118673,510.6,655.516195,14010.73332
204,Polygon Z,1,38549,way/106220764,fee,parking,no,yes,surface,asphalt,yes,2020-08-05T18:56:31Z,3,88997060,pravinyerapale,11475294,1729,Real Property,SAN DIEGO,11350,BIRMINGHAM PARK AND RIDE,1665 VILLA CARDIFF DR,ENCINITAS,CA,92007,"TRANSPORTATION, DEPT OF",0.75,0,33.026789,-117.273902,184.9,309.016612,3648.632292
205,Polygon Z,1,38622,way/33728526,fee,parking,no,yes,surface,asphalt,yes,2022-10-15T17:17:25Z,10,127581464,mds08011,4705962,1709,Real Property,SAN DIEGO,11872,LA COSTA PARK AND RIDE,710 LA COSTA AVE,CARLSBAD,CA,92024,"TRANSPORTATION, DEPT OF",1.87,0,33.085411,-117.297624,20.05,319.925311,6073.533821
206,Polygon Z,1,39001,way/106220729,fee,parking,no,no,surface,asphalt,yes,2020-08-09T17:18:36Z,4,89159969,PritamSarang,11460235,1790,Real Property,SAN DIEGO,11363,RANCHO PENASQUITOS BLVD  PARK AND RIDE,12862 RANCHO PENASQUITOS,SAN DIEGO,CA,92129,"TRANSPORTATION, DEPT OF",0.45,0,32.950568,-117.108443,437.12,250.726473,3090.049793
207,Polygon Z,1,39152,way/106220720,fee,parking,no,no,surface,paved,yes,2020-08-05T18:56:31Z,4,88997060,pravinyerapale,11475294,1799,Real Property,SAN DIEGO,11874,RANCHO BERNARDO PARK AND RIDE,17051 WEST BERNARDO RD,SAN DIEGO,CA,92127,"TRANSPORTATION, DEPT OF",0.31,0,33.023798,-117.080939,551.9,226.510966,1726.355881
208,Polygon Z,1,39426,way/104949577,agreement use,parking,no,no,surface,asphalt,yes,2021-10-26T22:40:35Z,5,113012899,floaty-goats,13446826,1734,Real Property,SAN DIEGO,11351,EL NORTE PKWY. PARK AND RIDE,1699 SEVEN OAKS ROAD,ESCONDIDO,CA,92026,"TRANSPORTATION, DEPT OF",0.3,0,33.146031,-117.102952,702.06,177.944903,1440.101335
209,Polygon Z,1,39427,way/131284274,yes,parking,no,no,surface,asphalt,yes,2020-08-05T18:56:31Z,6,88997060,pravinyerapale,11475294,1735,Real Property,SAN DIEGO,11361,NORTH BROADWAY  PARK AND RIDE,871 NORTH BROADWAY,ESCONDIDO,CA,92025,"TRANSPORTATION, DEPT OF",1.35,0,33.132384,-117.086555,660.39,436.86066,7270.694659
210,Polygon Z,2,39505,way/106220724,customers,parking,no,yes,surface,asphalt,yes,2020-08-05T06:27:22Z,4,88962254,pravinyerapale,11475294,1847,Real Property,SAN DIEGO,11349,SWEETWATER SPRINGS BLVD PARK AND RIDE,3642 AGUA DULCE BLVD,UNINCORP - SAN DIEGO CO,CA,91977,"TRANSPORTATION, DEPT OF",0.5,0,32.745109,-116.974572,539.82,230.356864,2637.384683
211,Polygon Z,1,39534,way/94481173,fee,parking,no,yes,surface,asphalt,yes,2020-08-05T18:56:31Z,7,88997060,pravinyerapale,11475294,1747,Real Property,SAN DIEGO,11870,GROSSMONT BLVD. PARK AND RIDE,5260 BANCROFT DR.,LA MESA,CA,91941,"TRANSPORTATION, DEPT OF",0.23,0,32.774156,-117.001576,630.9,198.069562,1271.10602
212,Polygon Z,1,39541,way/106220722,fee,parking,no,no,surface,asphalt,yes,2020-08-05T18:56:31Z,5,88997060,pravinyerapale,11475294,1746,Real Property,SAN DIEGO,11869,FUERTE DRIVE PARK AND RIDE,5480 BANCROFT DR,LA MESA,CA,91941,"TRANSPORTATION, DEPT OF",6.53,0,32.778714,-116.997896,707.95,161.779335,897.326904
213,Polygon Z,2,39542,way/106220769,fee,parking,no,no,surface,asphalt,yes,2020-08-05T18:56:31Z,5,88997060,pravinyerapale,11475294,1745,Real Property,SAN DIEGO,11364,MURRAY DRIVE - SEVERIN  PARK AND RIDE,8725 MURRAY DRIVE,LA MESA,CA,91942,"TRANSPORTATION, DEPT OF",0.15,0,32.780024,-116.996703,712.08,130.983843,799.594426
214,Polygon Z,1,39628,way/106220726,yes,parking,no,yes,surface,asphalt,yes,2022-12-24T07:39:43Z,6,130446715,Corsa5,7731115,1808,Real Property,SAN DIEGO,11865,BIG ROCK DRIVE PARK AND RIDE, BIG ROCK DRIVE,SANTEE,CA,92071,"TRANSPORTATION, DEPT OF",0.25,0,32.835936,-117.0203,319.77,195.205366,1694.041598
215,Polygon Z,1,39701,way/106220733,fee,parking,no,yes,surface,asphalt,yes,2020-08-09T15:14:16Z,6,89156756,PritamSarang,11460235,1726,Real Property,SAN DIEGO,11357,LOS COCHES PARK AND RIDE,13702 CAMINO CANADA,EL CAJON,CA,92021,"TRANSPORTATION, DEPT OF",1.15,0,32.827654,-116.900543,747.48,297.891351,5854.783906
216,Polygon Z,1,39742,way/106220768,fee,parking,no,no,surface,asphalt,yes,2020-08-09T08:39:07Z,4,89147098,PritamSarang,11460235,1750,Real Property,SAN DIEGO,11875,RIVERFORD ROAD PARK AND RIDE,11575 WOODSIDE AVE.,LAKESIDE,CA,92040,"TRANSPORTATION, DEPT OF",3.93,0,32.85472,-116.946027,386.7,167.235557,1413.695618
217,Polygon Z,1,39760,way/106220723,fee,parking,no,no,surface,asphalt,yes,2020-08-09T08:58:28Z,5,89147484,PritamSarang,11460235,1749,Real Property,SAN DIEGO,11358,MAPLEVIEW STREET PARK AND RIDE,12522 MAPLEVIEW STREET,LAKESIDE,CA,92040,"TRANSPORTATION, DEPT OF",0.75,0,32.863288,-116.922214,401.99,278.271886,4578.394869
218,Polygon Z,1,39776,way/106220717,fee,parking,no,no,surface,asphalt,yes,2020-08-05T18:56:31Z,3,88997060,pravinyerapale,11475294,1725,Real Property,SAN DIEGO,11355,LAKE JENNINGS PARK RD. PARK AND RIDE,9001 BLOSSOM VALLEY RD,EL CAJON,CA,92021,"TRANSPORTATION, DEPT OF",0.35,0,32.846066,-116.881504,712.79,222.098801,2115.712206
219,Polygon Z,1,39810,way/106220718,fee,parking,no,no,surface,asphalt,yes,2020-08-05T18:56:31Z,4,88997060,pravinyerapale,11475294,1718,Real Property,SAN DIEGO,11354,JAPATUL VALLEY ROAD PARK AND RIDE,7838 JAPATUL VALLEY RD,DESCANSO,CA,91901,"TRANSPORTATION, DEPT OF",0.32,0,32.828656,-116.624877,3397.28,170.06795,1770.154428
220,Polygon Z,1,39875,way/993124491,yes,parking,no,yes,surface,asphalt,yes,2021-10-15T19:15:45Z,1,112556315,chimani,214298,1819,Real Property,SAN DIEGO,1228,SAN PASQUAL BATTLEFIELD SHP,15808 SAN PASQUAL RD,UNINCORP - SAN DIEGO CO,CA,92025,"PARKS & RECREATION, DEPT OF",3.68,11401,33.089383,-116.982347,435.23,194.183131,1621.891325
221,Polygon Z,1,39971,way/97035482,destination,parking,no,yes,street_side,asphalt,yes,2017-06-17T10:16:26Z,2,49611204,rowers2,2445224,1850,Real Property,SAN DIEGO,12087,BUCKMAN SPRINGS ROADSIDE REST AREA - EB & WB, 3.3 MI EAST OF,UNINCORP - SAN DIEGO CO,CA,91962,"TRANSPORTATION, DEPT OF",209.41,0,32.757916,-116.483496,3273.74,367.73267,3368.105615
222,Polygon Z,1,40252,way/82103041,yes,parking,no,no,surface,asphalt,yes,2021-06-12T03:39:50Z,5,106238334,AlexeyTyur,10509852,439,Real Property,IMPERIAL,12089,SUNBEAM SAFETY ROADSIDE REST AREA - WB, 6 MI W OF EL CENTRO,UNINCORP - IMPERIAL CO,CA,92243,"TRANSPORTATION, DEPT OF",15.87,0,32.774405,-115.668537,-40.26,239.111508,1472.631229
223,Polygon Z,1,40254,way/82103068,yes,parking,no,no,surface,asphalt,yes,2021-06-14T01:52:37Z,6,106301533,AlexeyTyur,10509852,438,Real Property,IMPERIAL,12088,SUNBEAM SAFETY ROADSIDE REST AREA - EB, 6 MI W OF EL CENTRO,UNINCORP - IMPERIAL CO,CA,92243,"TRANSPORTATION, DEPT OF",9.64,0,32.773553,-115.669862,-40.93,289.403877,1836.804463
224,Polygon Z,1,40297,way/599078263,customers,parking,no,no,surface,asphalt,yes,2018-06-18T23:53:37Z,1,59960278,magnus86,8405126,420,Real Property,IMPERIAL,902,EL CENTRO OFFICE BUILDING,233 NORTH IMPERIAL AVE,EL CENTRO,CA,92243,"MOTOR VEHICLES, DEPT OF",1.32,4922,32.79477,-115.569372,-39.59,376.615567,4387.754679
225,Polygon Z,1,41070,way/1086553209,customers,parking,yes,no,surface,asphalt,limited,2022-08-16T00:08:48Z,1,124948747,Craig Williams,740747,2036,Real Property,SANTA BARBARA,1094,LA PURISIMA MISSION SHP,2295 PURISIMA ROAD,LOMPOC,CA,93436,"PARKS & RECREATION, DEPT OF",1866.11,91099,34.670361,-120.421022,132.33,252.073662,3517.401238
226,Polygon Z,1,41104,way/30951821,customers,parking,yes,no,surface,asphalt,limited,2012-06-05T17:52:45Z,4,11808439,dezibeljunge,319166,2065,Real Property,SANTA BARBARA,12075,GAVIOTA SAFETY ROADSIDE REST AREA - SB, S END GAVIOTA TUNNEL,UNINCORP - SANTA BARBARA CO,CA,93117,"TRANSPORTATION, DEPT OF",56.99,1500,34.483876,-120.230569,64.68,181.838146,1322.073401
227,Polygon Z,1,41105,way/166267575,customers,parking,yes,no,surface,asphalt,limited,2019-08-21T02:36:00Z,2,73561110,Fluffy89502,10165657,2064,Real Property,SANTA BARBARA,12074,GAVIOTA SAFETY ROADSIDE REST AREA - NB, S END GAVIOTA TUNNEL,UNINCORP - SANTA BARBARA CO,CA,93117,"TRANSPORTATION, DEPT OF",34.56,1600,34.485141,-120.228861,76.13,208.958478,1413.001905
228,Polygon Z,1,41137,way/103259010,private,parking,no,no,surface,asphalt,yes,2022-02-19T09:31:12Z,4,117596429,Jorisbo,1983103,2057,Real Property,SANTA BARBARA,11853,SR 246 / SR 154 INT PARK AND RIDE, JCT OF SR 246,SANTA YNEZ,CA,93460,"TRANSPORTATION, DEPT OF",14.69,0,34.610663,-120.058816,672.74,231.797712,1284.190844
229,Polygon Z,1,42249,way/44486930,customers,parking,no,yes,surface,paved,yes,2021-09-12T19:48:45Z,5,111110725,mtalexan,12656792,2040,Real Property,SANTA BARBARA,61,"DAA 19, EARL WARREN SHOWGROUNDS (NAT'L HORSE SHOW)",3400 CALLE REAL,SANTA BARBARA,CA,93105,DISTRICT AGRICULTURAL ASSOCIATIONS,34.65,187494,34.429346,-119.736053,150.93,1825.726725,52592.31081
230,Polygon Z,1,42823,way/103497314,fee,parking,no,yes,surface,asphalt,yes,2023-02-14T23:10:09Z,6,132558165,Clarke22,703694,801,Real Property,LOS ANGELES,11393,SAN PEDRO II PARK AND RIDE,515 N BEACON,SAN PEDRO,CA,90731,"TRANSPORTATION, DEPT OF",2.4,0,33.747673,-118.280748,21.11,598.527644,7608.525755
231,Polygon Z,1,43268,way/103497313,fee,parking,yes,yes,surface,asphalt,yes,2020-07-31T10:56:38Z,4,88777988,PritamSarang,11460235,896,Real Property,LOS ANGELES,11377,HARBOR PARK PARK AND RIDE,1345 W PACIFIC COAST HWY,WILMINGTON,CA,90744,"TRANSPORTATION, DEPT OF",2.13,0,33.790707,-118.280785,27.53,425.454696,11304.25533
232,Polygon Z,1,43308,way/104357819,fee,parking,yes,yes,surface,asphalt,yes,2020-08-09T05:24:13Z,5,89144007,PritamSarang,11460235,733,Real Property,LOS ANGELES,11372,CARSON PARK AND RIDE, NW QUAD I-110,LOS ANGELES,CA,90501,"TRANSPORTATION, DEPT OF",1.5,0,33.831872,-118.288078,41.52,644.722123,10223.48502
233,Polygon Z,1,43710,way/104357796,private,parking,yes,no,surface,paved,yes,2020-08-09T05:33:20Z,8,89144194,PritamSarang,11460235,731,Real Property,LOS ANGELES,11367,HARBOR GATEWAY TRANSIT CENTER PARK AND RIDE, SW QUAD I-110,LOS ANGELES,CA,90248,"TRANSPORTATION, DEPT OF",15.5,0,33.870272,-118.287794,29.28,1207.151793,64155.88919
234,Polygon Z,1,44341,way/104357792,private,parking,no,no,surface,asphalt,yes,2022-03-09T08:39:51Z,5,118268252,Jorisbo,1983103,633,Real Property,LOS ANGELES,11935,105 / AVIATION PARK AND RIDE, I-105 AT AVIATION BL,EL SEGUNDO,CA,90045,"TRANSPORTATION, DEPT OF",0.27,0,33.929882,-118.377546,95.41,532.457267,17654.3017
235,Polygon Z,1,44359,way/211786650,private,parking,no,no,surface,asphalt,yes,2020-08-10T07:02:09Z,4,89181094,PritamSarang,11460235,646,Real Property,LOS ANGELES,11378,HAWTHORNE PARK AND RIDE, I-105,HAWTHORNE,CA,90304,"TRANSPORTATION, DEPT OF",2.7,0,33.934347,-118.350713,71.46,810.271179,16283.87985
236,Polygon Z,1,44370,way/104357813,permissive,parking,no,yes,surface,asphalt,yes,2020-08-09T05:47:16Z,6,89144396,PritamSarang,11460235,735,Real Property,LOS ANGELES,11392,ROSECRANS PARK AND RIDE, SE QUAD I-110,LOS ANGELES,CA,90248,"TRANSPORTATION, DEPT OF",2.5,0,33.901626,-118.28586,92.52,492.915565,14312.11223
237,Polygon Z,1,44373,way/104357795,fee,parking,no,yes,surface,asphalt,yes,2020-07-31T09:53:31Z,5,88774872,PritamSarang,11460235,651,Real Property,LOS ANGELES,11373,CRENSHAW PARK AND RIDE, SW QUAD I-105,INGLEWOOD,CA,90303,"TRANSPORTATION, DEPT OF",4.75,0,33.924324,-118.328108,53.49,842.035671,25035.30073
238,Polygon Z,1,44400,way/104357794,fee,parking,no,no,surface,asphalt,yes,2020-07-31T09:53:31Z,3,88774872,PritamSarang,11460235,737,Real Property,LOS ANGELES,11400,VERMONT AVE PARK AND RIDE, NW QUAD I-105,LOS ANGELES,CA,90044,"TRANSPORTATION, DEPT OF",1.35,0,33.93008,-118.292171,203.01,407.163785,7431.303521
239,Polygon Z,1,44408,way/104357816,fee,parking,no,yes,surface,asphalt,yes,2022-03-09T08:39:59Z,8,118268255,Jorisbo,1983103,744,Real Property,LOS ANGELES,11938,CENTURY / HARBOR PARK AND RIDE, I-105 / I-110 JCT,LOS ANGELES,CA,0,"TRANSPORTATION, DEPT OF",0.08,0,33.928172,-118.282304,172.13,550.36094,13836.22031
240,Polygon Z,1,44550,way/104357814,permissive,parking,no,yes,surface,asphalt,yes,2020-08-06T17:36:46Z,4,89051968,pravinyerapale,11475294,734,Real Property,LOS ANGELES,11384,MANCHESTER PARK AND RIDE, NE & SE QUADS I-110,LOS ANGELES,CA,90044,"TRANSPORTATION, DEPT OF",2.5,0,33.9605,-118.281641,136.69,348.815846,6292.645446
241,Polygon Z,1,44555,way/104357812,permissive,parking,no,yes,surface,asphalt,yes,2022-03-09T08:39:43Z,6,118268248,Jorisbo,1983103,689,Real Property,LOS ANGELES,1630,SLAUSON PARK AND RIDE,354 WEST SLAUSON AVENUE,LOS ANGELES,CA,0,"TRANSPORTATION, DEPT OF",1.25,1200,33.988953,-118.279859,159.19,252.996331,3388.433767
242,Polygon Z,1,44812,way/104932763,fee,parking,no,no,surface,asphalt,yes,2020-08-06T12:28:57Z,4,89038901,pravinyerapale,11475294,1275,Real Property,ORANGE,11313,SAN JUAN CAPISTRANO PARK AND RIDE - SOUTH, JUNIPERO SERRA RD &,SAN JUAN CAPISTRANO,CA,92675,"TRANSPORTATION, DEPT OF",0.78,0,33.520565,-117.664599,214.63,269.846074,3986.06044
243,Polygon Z,1,44813,way/104932771,fee,parking,no,no,surface,asphalt,yes,2020-08-06T12:28:57Z,4,89038901,pravinyerapale,11475294,1274,Real Property,ORANGE,11312,SAN JUAN CAPISTRANO PARK AND RIDE - NORTH, JUNIPERO SERRA RD,SAN JUAN CAPISTRANO,CA,92675,"TRANSPORTATION, DEPT OF",0.42,0,33.52124,-117.665108,214.94,192.295423,1780.394774
244,Polygon Z,1,45065,way/441496838,yes,parking,no,yes,multi-storey,asphalt,yes,2019-04-01T04:23:44Z,3,68740966,Christine_E,1707766,673,Real Property,LOS ANGELES,11434,LONG BEACH PARKING STRUCTURE,101 S. MAGNOLIA AVE,LONG BEACH,CA,90802,JUDICIAL COUNCIL OF CALIFORNIA,2.7,0,33.76839,-118.198739,25,467.824892,12324.27666
